,rat_0,rat_1,rat_2,rat_3,rat_4,rat_5
0,0.8738072714833278,2.548467011071271,3.609314664144511,1.91239575265013,2.2759973809257605,1.7806557423581744
1,3.932992548710712,1.669053108840584,2.7960897531159072,1.8671777373750253,2.2791348094565116,1.0951720524888273
2,1.74579902635586,2.4418146484933922,0.8703500304533828,2.1382570630446454,3.462050968120142,1.9848940046983194
3,1.9176964737011286,3.83282653457844,4.210824156485398,1.8600446882636668,2.1769320988236034,1.9796201792950625
4,3.89698601234939,0.7957316459656326,4.081184740649844,3.4428591004312183,2.634812073966157,2.3117471056639887
5,3.059335497564169,1.7117934432090514,2.291413789240721,0.9543231124828525,3.3606627303237495,2.116193414390625
6,0.9708766688103763,3.2231195983246255,1.135694525627022,3.173178486827075,1.7454850265598651,0.36207316535812106
7,2.3363334525860657,3.358104669156905,1.3961132694891953,1.7270700978502695,0.21314138883913625,2.337334187630968
8,3.5637320660532548,3.97962804496943,0.4271271543349748,1.9925894333001246,1.899961837578274,0.6183186305208447
9,2.483772119446633,3.8082057003910337,3.6988027112104627,2.361116663702129,1.5392188567923601,3.002585508384802
10,2.0777968414577193,2.618986622723305,2.61219677862731,3.8393353870767086,0.9735104245695381,2.1140680563598213
11,3.797632711947515,2.5920356113703846,0.5796597285421954,1.362824715322952,1.720683013972278,1.861345415941048
12,2.7129471206920965,1.9507998136470324,1.685056895275761,2.127768516168698,1.04786542864815,2.3287481848393794
13,2.0975419972034324,0.841015298796667,2.865426534164314,1.9677036245693895,1.4169981445077695,2.752952029492768
14,2.551187430727521,1.7726920847158154,1.5822267253382525,3.6085432714471226,3.7905581354759486,1.4667369085535324
15,1.7575680148476764,1.8311010177989562,2.5876222561054454,2.692604857880391,2.415021804806553,0.9862987331070803
16,1.6966724178821972,1.4161981070871006,1.1966088161454216,0.5897701076740056,2.8727304874239765,1.6006764167640626
17,2.8480505287379745,1.0864525908346783,2.902401136732727,1.775055101797842,3.987428827267044,1.047620746808066
18,0.43768468180956255,1.6008205470513714,1.0952696029084283,1.6942840488531683,1.9453609155755163,4.102136407310889
19,1.8114539284592812,3.1059037576179915,1.6571366709244135,1.1758745165193674,2.483694768856922,1.815289541320125
20,1.5897331203713265,1.0710128519569113,1.4940026166552172,1.8232515150122115,2.4204348658712407,2.658806157241405
21,1.7030261012811079,2.232308579412928,1.7333814860195524,2.8841983500949615,0.6752139780220868,2.6065216465262524
22,1.203059619463866,0.9575768307196413,0.7897642949449281,1.0995118478609145,1.3220260954236267,1.78746939156572
23,1.2398845226410415,3.1945253166359766,4.222101890931068,0.49283697333372667,1.5814717635729016,1.5716063251560097
24,0.49930352578225595,1.8590972365739318,4.067605319318671,2.1228078550905414,3.064418497130391,1.7172666655188862
25,2.1916836806724804,1.562864220252527,0.6670193322067177,1.1676448934804031,1.2130255644304453,2.9001709336279395
26,2.384974656219196,2.1158377759457525,1.2652203216557332,0.1626895275415547,0.6173598804722127,2.9622596349969443
27,4.259380003020867,0.5864582230192863,0.9286384279099638,0.929616410615238,0.7151320470407868,2.4437246382541113
28,3.113660928032574,1.4265403936645724,2.8117958330552058,0.6658696863378548,2.9765829593559574,2.407907039284735
29,2.310872032563716,2.183825452997174,3.0975057905307777,1.657178319710075,2.9671915394337107,2.507935946535254
30,2.9248822815330517,1.3037394466182721,1.7830338352144708,2.704156669352934,1.7996398813721832,1.6146048062908538
31,2.324087582540183,1.2472767272710503,2.44380272540275,0.4343566729634813,1.4993606887944078,1.5368863306893346
32,1.115624366511294,1.4584611133328345,1.083585805534923,1.3203102402836064,0.9582907303344566,0.5554176691547308
33,1.548157837455587,1.4670281940178354,0.3874751630559918,1.2534021724674573,1.0198599141652704,1.4367419011971907
34,1.123370735365057,1.5933843506988659,0.7694967004436862,0.7903984671617728,1.3593405501505726,1.3932536194810614
35,1.3385818789269341,0.7696187382185571,1.404199388690111,2.4386265828491314,0.7110145160294471,2.4378649500726857
36,2.126175022011153,1.63050985695394,0.9178481375602126,0.9813000566757013,2.3100499370767795,3.628034753278122
37,1.482936590226152,1.585955705122712,2.1569265109067763,2.0735435228415686,2.7014529790869224,1.5652084486247895
38,2.783771444691218,3.155486321562756,3.1331407561950773,1.351838852044992,1.8024226354152926,2.5989501883540793
39,2.0539963907821783,2.8211700891943217,3.112699345823233,1.8582421414833146,2.2518404808370276,3.181570647214138
40,0.9919821178740929,1.593707825562588,1.7620209594314329,2.665742328695254,4.0602605500490725,0.9202285863463983
41,1.4330448575711556,2.819355233973094,1.6444318157696212,2.5758498002588466,3.5796354715171286,1.4096458651303514
42,2.096934506702657,1.7713580513599214,1.0369412962916837,3.360794846396499,1.6939706014280755,0.101334714375876
43,0.7397826737013099,2.0144060740538503,1.7214818037850974,2.123657629009493,2.3805783189420238,1.4972087888859082
44,3.3427188010215936,2.625083690446928,0.6795196271006735,1.0993768029174071,1.5678651475148446,1.5463377028544474
45,2.025482540496177,2.1571118997247205,2.462684824994376,1.7505420071335855,1.5471771371448255,0.07506846041812199
46,2.680118637490744,2.7832240674994533,2.555272558223637,3.0286231910120636,1.8946519932241088,2.2372259810680495
47,0.8567195298615964,1.0177785435091375,0.665429987625557,3.450367915499052,2.8239639022177423,0.5915557819066065
48,2.377999885051036,3.2832305746421375,2.897491570017741,3.452732527782481,2.421482939323864,1.820165097790182
49,2.8768096957820624,2.8558988015661306,2.626242533724049,0.1600432196146338,0.7159482088994634,1.630345021073207
50,2.5752390735870905,1.1787945054366256,0.2966719292169648,2.2917109590892264,2.009085865253067,1.007084564120581
51,2.222512161209976,1.997626673835318,2.3123114877571056,1.1632517329363612,0.8920402400350594,1.7158923409930231
52,2.401102813037775,2.301744685019087,1.114120554333423,1.5928185488192388,2.1402055548673107,1.497854756369859
53,2.1227933544841155,2.3959454873387314,1.5193909419338476,0.8681132353432327,2.428629087448397,1.7891055785183885
54,1.123154946227588,0.6270036257703939,0.329223597509881,0.2849948318809335,0.7798599819211169,2.3218133519778004
55,0.8970594871320905,2.8301229859050983,2.6791933977690823,2.4529118795356384,1.9722643477941662,1.529196617530203
56,1.9945992726635193,0.17234115829719013,2.2398388472042643,0.553595508398916,2.534640165755035,1.7017132482382453
57,1.5528188575108162,3.1852884227650313,2.8907974691128144,2.290712332162459,2.711969479138861,3.013813183821687
58,1.7483808168749526,3.1090358316099516,1.0402147538669795,2.4146470722281292,1.8240270280264874,1.959096025868963
59,3.6124431660843923,3.3340449406280177,1.9014229301091934,1.3975268706449318,1.4982690161122438,3.1350278700240923
60,1.4748119598185692,1.834241784075638,2.0545404420139874,1.848745772925927,1.069951801457588,1.4170034261023503
61,3.010783930392983,1.9862015874082288,0.7712793619827414,3.375626898825948,0.6479218999361405,0.872388576494177
62,1.5624830089915447,2.272078545085809,1.4952864304905038,3.0566448277062923,2.344271922102442,2.2884418491803684
63,1.638796088290946,0.550469854870158,0.6745133217832495,0.9697850254464873,0.27794953408844886,1.0252994573829117
64,1.439797611893459,3.9002673299860917,3.554448555684531,2.4317266355026064,2.573775755940937,2.757372735129353
65,0.6817615247085141,2.6359384148172604,3.1137787759477726,0.7342493844290267,1.082946971653105,1.0582000259706932
66,0.8931352473312455,1.670376190260232,2.347405519977918,1.652061173942715,1.7439252066102067,1.8960896491538324
67,0.3334078843557267,2.6516111869079606,2.905411041453852,2.8012009605521673,2.331823656745042,0.1335657202571929
68,0.7720700142088864,1.970367757542681,2.544636542722482,1.9176107955959325,2.7707146919844883,1.2912517655509326
69,0.47441729240790054,1.4523576238722515,3.184914891352862,2.7074335234191524,2.076498732773095,2.0886933266185217
70,2.0347482819791143,1.7641703089185299,1.1647566948812702,2.442061995231101,0.8574849596928831,2.184978729273107
71,2.9544254927029963,2.456331532043211,2.7939276758761684,2.3216402834168486,1.9354157855543783,2.8755281745250945
72,2.3086174818812295,4.22050815381636,0.5224035506446161,2.422213135948577,1.8796934466948028,3.6482648792805805
73,2.458676318150702,1.7994819131822535,3.1949101547111085,2.2044235219601047,2.7240412063888786,1.2693571481673918
74,0.4828336669579639,,2.989167541540149,2.443608185410727,0.6937394643805972,
75,,,,,,
